brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date,year_sold,price_per_sqft
16829.0,sold,499000.0,1.0,2.0,0.23,1168161.0,San Diego,California,92103.0,802.0,2021-12-02,2021.0,622.1945137157107
57674.0,sold,549000.0,2.0,2.0,,1194678.0,San Diego,California,92113.0,792.0,2021-12-02,2021.0,693.1818181818181
81196.0,sold,725000.0,3.0,2.0,0.14,1652688.0,San Diego,California,92123.0,1050.0,2021-12-02,2021.0,690.4761904761905
23089.0,sold,950000.0,3.0,2.0,0.18,1485597.0,San Diego,California,92120.0,1598.0,2021-12-02,2021.0,594.4931163954943
79171.0,sold,459000.0,1.0,1.0,0.02,1206272.0,San Diego,California,92101.0,766.0,2021-12-02,2021.0,599.2167101827677
23089.0,sold,385000.0,2.0,2.0,1.41,1253858.0,San Diego,California,92115.0,890.0,2021-12-02,2021.0,432.5842696629214
92993.0,sold,550000.0,4.0,2.0,,1258273.0,San Diego,California,92117.0,1404.0,2021-12-02,2021.0,391.73789173789174
11574.0,sold,929000.0,3.0,3.0,0.12,1295141.0,San Diego,California,92115.0,1523.0,2021-12-03,2021.0,609.9803020354564
35346.0,sold,949900.0,3.0,2.0,,1781367.0,San Diego,California,92123.0,1521.0,2021-12-03,2021.0,624.5233399079553
433.0,sold,649000.0,2.0,2.0,4.08,353748.0,San Diego,California,92111.0,1098.0,2021-12-03,2021.0,591.0746812386157
49452.0,sold,975000.0,3.0,3.0,,1125829.0,San Diego,California,92103.0,1815.0,2021-12-03,2021.0,537.1900826446281
109979.0,sold,1000000.0,3.0,2.0,0.14,1253864.0,San Diego,California,92115.0,1465.0,2021-12-03,2021.0,682.5938566552901
22779.0,sold,750000.0,2.0,1.0,0.13,1493453.0,San Diego,California,92115.0,1540.0,2021-12-03,2021.0,487.012987012987
10340.0,sold,1195000.0,2.0,1.0,0.11,546082.0,San Diego,California,92109.0,917.0,2021-12-03,2021.0,1303.1624863685931
53016.0,sold,619000.0,3.0,2.0,0.15,1571669.0,San Diego,California,92114.0,1331.0,2021-12-03,2021.0,465.06386175807665
10340.0,sold,830000.0,2.0,3.0,,582787.0,San Diego,California,92109.0,1143.0,2021-12-03,2021.0,726.1592300962379
14956.0,sold,559000.0,3.0,1.0,0.15,1368821.0,San Diego,California,92114.0,1581.0,2021-12-03,2021.0,353.57368753953193
109978.0,sold,599900.0,2.0,1.0,0.14,1472062.0,San Diego,California,92113.0,791.0,2021-12-03,2021.0,758.4070796460177
76618.0,sold,320000.0,1.0,1.0,,1256293.0,San Diego,California,92115.0,741.0,2021-12-03,2021.0,431.84885290148446
81196.0,sold,949000.0,3.0,1.0,,926868.0,San Diego,California,92117.0,904.0,2021-12-03,2021.0,1049.7787610619469
11574.0,sold,775000.0,3.0,2.0,0.12,1255531.0,San Diego,California,92117.0,1151.0,2021-12-03,2021.0,673.3275412684623
49234.0,sold,374900.0,2.0,1.0,,1221906.0,San Diego,California,92115.0,850.0,2021-12-03,2021.0,441.05882352941177
15408.0,sold,1050000.0,3.0,3.0,1.33,1224291.0,San Diego,California,92122.0,1908.0,2021-12-03,2021.0,550.3144654088051
23089.0,sold,1700000.0,6.0,3.0,0.17,801447.0,San Diego,California,92110.0,2632.0,2021-12-03,2021.0,645.8966565349544
16829.0,sold,2875000.0,5.0,5.0,0.23,1224581.0,San Diego,California,92103.0,3954.0,2021-12-03,2021.0,727.1117855336369
16829.0,sold,999900.0,4.0,2.0,0.14,1232618.0,San Diego,California,92117.0,1235.0,2021-12-03,2021.0,809.6356275303643
72654.0,sold,749000.0,2.0,1.0,1.38,1206260.0,San Diego,California,92101.0,873.0,2021-12-03,2021.0,857.9610538373425
23089.0,sold,1189000.0,4.0,3.0,0.14,1542852.0,San Diego,California,92119.0,2277.0,2021-12-03,2021.0,522.1783047870005
109978.0,sold,799000.0,2.0,2.0,0.43,993895.0,San Diego,California,92103.0,1412.0,2021-12-03,2021.0,565.8640226628895
11574.0,sold,699000.0,3.0,1.0,,861493.0,San Diego,California,92123.0,936.0,2021-12-03,2021.0,746.7948717948718
16829.0,sold,689000.0,4.0,3.0,0.08,1703521.0,San Diego,California,92154.0,1700.0,2021-12-03,2021.0,405.29411764705884
72654.0,sold,662000.0,1.0,2.0,1.84,195942.0,San Diego,California,92101.0,821.0,2021-12-03,2021.0,806.3337393422655
72775.0,sold,412000.0,2.0,2.0,,1445702.0,San Diego,California,92115.0,1069.0,2021-12-03,2021.0,385.4069223573433
2802.0,sold,506900.0,2.0,2.0,8.66,1644540.0,San Diego,California,92120.0,1035.0,2021-12-03,2021.0,489.75845410628017
2615.0,sold,799000.0,3.0,3.0,,1253478.0,San Diego,California,92115.0,1350.0,2021-12-03,2021.0,591.8518518518518
47188.0,sold,837000.0,3.0,3.0,,1502996.0,San Diego,California,92111.0,1522.0,2021-12-03,2021.0,549.934296977661
11574.0,sold,744900.0,3.0,2.0,,1538848.0,San Diego,California,92119.0,1014.0,2021-12-03,2021.0,734.6153846153846
100118.0,sold,499000.0,2.0,1.0,,1175598.0,San Diego,California,92104.0,820.0,2021-12-03,2021.0,608.5365853658536
23089.0,sold,895000.0,3.0,2.0,0.15,1790159.0,San Diego,California,92123.0,1190.0,2021-12-03,2021.0,752.1008403361344
53016.0,sold,830000.0,3.0,2.0,0.17,1715566.0,San Diego,California,92119.0,1309.0,2021-12-03,2021.0,634.0718105423988
2734.0,sold,600000.0,4.0,2.0,,1715300.0,San Diego,California,92102.0,1302.0,2021-12-03,2021.0,460.8294930875576
48119.0,sold,625000.0,2.0,2.0,,1164523.0,San Diego,California,92109.0,874.0,2021-12-03,2021.0,715.1029748283753
19442.0,sold,450000.0,3.0,2.0,,1135397.0,San Diego,California,92115.0,1192.0,2021-12-06,2021.0,377.51677852348996
24479.0,sold,425000.0,1.0,1.0,,1396687.0,San Diego,California,92101.0,754.0,2021-12-06,2021.0,563.6604774535809
109978.0,sold,825000.0,3.0,2.0,0.11,1748452.0,San Diego,California,92123.0,1216.0,2021-12-06,2021.0,678.453947368421
18953.0,sold,775000.0,5.0,3.0,0.13,510854.0,San Diego,California,92154.0,2028.0,2021-12-06,2021.0,382.1499013806706
17325.0,sold,1500000.0,4.0,2.0,,1123692.0,San Diego,California,92117.0,2150.0,2021-12-06,2021.0,697.6744186046511
3541.0,sold,753000.0,3.0,2.0,,1555584.0,San Diego,California,92120.0,1632.0,2021-12-06,2021.0,461.3970588235294
23592.0,sold,540000.0,2.0,2.0,14.06,1317767.0,San Diego,California,92115.0,1020.0,2021-12-06,2021.0,529.4117647058823
73223.0,sold,770000.0,3.0,2.0,0.29,1514656.0,San Diego,California,92115.0,1192.0,2021-12-06,2021.0,645.9731543624162
72588.0,sold,99900.0,2.0,2.0,0.08,863620.0,San Diego,California,92111.0,1040.0,2021-12-06,2021.0,96.0576923076923
11574.0,sold,479000.0,2.0,1.0,0.2,1496886.0,San Diego,California,92114.0,875.0,2021-12-06,2021.0,547.4285714285714
,sold,999000.0,4.0,4.0,,1176977.0,San Diego,California,92113.0,2200.0,2021-12-06,2021.0,454.09090909090907
42909.0,sold,844900.0,3.0,2.0,0.19,1102481.0,San Diego,California,92111.0,1019.0,2021-12-07,2021.0,829.1462217860648
4302.0,sold,740000.0,2.0,2.0,2.19,1502089.0,San Diego,California,92111.0,1110.0,2021-12-07,2021.0,666.6666666666666
46196.0,sold,630000.0,2.0,2.0,0.82,1246553.0,San Diego,California,92101.0,993.0,2021-12-07,2021.0,634.441087613293
7149.0,sold,599000.0,2.0,1.0,0.15,1000972.0,San Diego,California,92105.0,858.0,2021-12-07,2021.0,698.1351981351982
16829.0,sold,649000.0,3.0,2.0,0.17,1380784.0,San Diego,California,92115.0,1173.0,2021-12-07,2021.0,553.2821824381926
11574.0,sold,670000.0,4.0,2.0,0.14,1710242.0,San Diego,California,92102.0,1574.0,2021-12-07,2021.0,425.66709021601014
71240.0,sold,941000.0,3.0,2.0,0.17,1082628.0,San Diego,California,92117.0,1162.0,2021-12-07,2021.0,809.8106712564544
78440.0,sold,780000.0,2.0,3.0,,1705017.0,San Diego,California,92101.0,1236.0,2021-12-07,2021.0,631.0679611650486
109978.0,sold,574999.0,3.0,3.0,0.06,1254119.0,San Diego,California,92105.0,1492.0,2021-12-07,2021.0,385.3880697050938
89285.0,sold,899000.0,4.0,2.0,0.23,1016759.0,San Diego,California,92111.0,1715.0,2021-12-07,2021.0,524.198250728863
45085.0,sold,424900.0,1.0,1.0,9.83,557424.0,San Diego,California,92109.0,653.0,2021-12-07,2021.0,650.6891271056661
48125.0,sold,999000.0,2.0,2.0,0.14,1349818.0,San Diego,California,92110.0,1101.0,2021-12-07,2021.0,907.3569482288829
109976.0,sold,390000.0,1.0,1.0,0.28,1132289.0,San Diego,California,92104.0,600.0,2021-12-07,2021.0,650.0
42987.0,sold,449995.0,1.0,1.0,,35024.0,San Diego,California,92101.0,689.0,2021-12-07,2021.0,653.1132075471698
32322.0,sold,739000.0,3.0,2.0,0.12,231716.0,San Diego,California,92102.0,1030.0,2021-12-07,2021.0,717.4757281553398
43700.0,sold,489000.0,2.0,2.0,,1224388.0,San Diego,California,92104.0,813.0,2021-12-07,2021.0,601.4760147601476
22779.0,sold,449000.0,1.0,1.0,,359029.0,San Diego,California,92101.0,699.0,2021-12-07,2021.0,642.3462088698141
52574.0,sold,499000.0,1.0,1.0,,1206261.0,San Diego,California,92101.0,693.0,2021-12-07,2021.0,720.0577200577201
90463.0,sold,235000.0,2.0,2.0,,1518801.0,San Diego,California,92117.0,1588.0,2021-12-07,2021.0,147.98488664987406
27490.0,sold,603000.0,2.0,1.0,10.19,1659651.0,San Diego,California,92122.0,882.0,2021-12-08,2021.0,683.6734693877551
3541.0,sold,215000.0,1.0,1.0,,1104371.0,San Diego,California,92104.0,378.0,2021-12-08,2021.0,568.7830687830688
87882.0,sold,380000.0,2.0,2.0,,1445826.0,San Diego,California,92115.0,1069.0,2021-12-08,2021.0,355.47240411599626
8892.0,sold,939000.0,4.0,2.0,0.14,1749904.0,San Diego,California,92123.0,1568.0,2021-12-08,2021.0,598.8520408163265
94540.0,sold,525000.0,2.0,2.0,,784262.0,San Diego,California,92110.0,1088.0,2021-12-08,2021.0,482.5367647058824
108782.0,sold,3200000.0,5.0,4.0,0.17,728380.0,San Diego,California,92103.0,3277.0,2021-12-08,2021.0,976.5028989929814
83669.0,sold,600000.0,3.0,2.0,0.2,1306909.0,San Diego,California,92105.0,1730.0,2021-12-08,2021.0,346.8208092485549
23592.0,sold,749900.0,3.0,1.0,0.15,1537373.0,San Diego,California,92115.0,1130.0,2021-12-08,2021.0,663.6283185840708
10340.0,sold,1495000.0,3.0,3.0,,1750110.0,San Diego,California,92109.0,1519.0,2021-12-08,2021.0,984.2001316655694
11574.0,sold,375000.0,2.0,2.0,,1554126.0,San Diego,California,92120.0,1139.0,2021-12-08,2021.0,329.23617208077263
3072.0,sold,199900.0,2.0,2.0,0.07,584942.0,San Diego,California,92102.0,1683.0,2021-12-08,2021.0,118.77599524658348
2802.0,sold,650900.0,2.0,2.0,5.86,1822040.0,San Diego,California,92124.0,1124.0,2021-12-08,2021.0,579.0925266903914
11574.0,sold,639900.0,4.0,3.0,0.05,219739.0,San Diego,California,92139.0,1990.0,2021-12-08,2021.0,321.5577889447236
84529.0,sold,750000.0,5.0,3.0,0.13,1717759.0,San Diego,California,92154.0,1826.0,2021-12-08,2021.0,410.73384446878424
37106.0,sold,1088000.0,2.0,2.0,,1182825.0,San Diego,California,92122.0,1112.0,2021-12-08,2021.0,978.4172661870504
22649.0,sold,750000.0,2.0,3.0,0.21,1367313.0,San Diego,California,92114.0,1920.0,2021-12-08,2021.0,390.625
108091.0,sold,595000.0,3.0,3.0,1.19,1798350.0,San Diego,California,92119.0,1561.0,2021-12-08,2021.0,381.1659192825112
29658.0,sold,589000.0,3.0,2.0,0.09,834849.0,San Diego,California,92105.0,812.0,2021-12-08,2021.0,725.3694581280788
110041.0,sold,950000.0,3.0,2.0,,843441.0,San Diego,California,92110.0,1080.0,2021-12-08,2021.0,879.6296296296297
71053.0,sold,549900.0,2.0,3.0,2.95,1649663.0,San Diego,California,92123.0,1278.0,2021-12-08,2021.0,430.28169014084506
16829.0,sold,507500.0,2.0,2.0,0.14,1234818.0,San Diego,California,92116.0,950.0,2021-12-08,2021.0,534.2105263157895
109978.0,sold,575000.0,2.0,2.0,1.01,464359.0,San Diego,California,92101.0,1106.0,2021-12-08,2021.0,519.8915009041591
93167.0,sold,860000.0,3.0,3.0,,408368.0,San Diego,California,92102.0,1356.0,2021-12-08,2021.0,634.2182890855457
83869.0,sold,915000.0,4.0,2.0,,1711122.0,San Diego,California,92119.0,1804.0,2021-12-08,2021.0,507.2062084257206
16829.0,sold,599000.0,3.0,3.0,0.06,1189198.0,San Diego,California,92105.0,1016.0,2021-12-08,2021.0,589.5669291338583
82024.0,sold,800000.0,2.0,1.0,0.06,702664.0,San Diego,California,92102.0,1070.0,2021-12-08,2021.0,747.6635514018692
29019.0,sold,490000.0,2.0,2.0,,1464581.0,San Diego,California,92115.0,971.0,2021-12-08,2021.0,504.6343975283213
53175.0,sold,179999.0,2.0,2.0,0.07,609098.0,San Diego,California,92105.0,1400.0,2021-12-08,2021.0,128.57071428571427
73949.0,sold,699995.0,3.0,2.0,,1581902.0,San Diego,California,92119.0,1498.0,2021-12-08,2021.0,467.2863818424566
90053.0,sold,475000.0,2.0,2.0,,1196241.0,San Diego,California,92104.0,720.0,2021-12-08,2021.0,659.7222222222222
23089.0,sold,440000.0,1.0,1.0,,859970.0,San Diego,California,92109.0,518.0,2021-12-08,2021.0,849.4208494208494
22611.0,sold,449000.0,2.0,2.0,,1185510.0,San Diego,California,92104.0,680.0,2021-12-08,2021.0,660.2941176470588
109978.0,sold,649000.0,4.0,2.0,0.14,320911.0,San Diego,California,92114.0,1736.0,2021-12-08,2021.0,373.8479262672811
72654.0,sold,399000.0,2.0,2.0,,1507528.0,San Diego,California,92122.0,816.0,2021-12-09,2021.0,488.97058823529414
109979.0,sold,1500000.0,3.0,2.0,0.11,670047.0,San Diego,California,92104.0,1777.0,2021-12-09,2021.0,844.1193021947101
33731.0,sold,295000.0,2.0,1.0,,519254.0,San Diego,California,92105.0,751.0,2021-12-09,2021.0,392.80958721704394
11574.0,sold,865000.0,3.0,2.0,,1219727.0,San Diego,California,92115.0,1516.0,2021-12-09,2021.0,570.5804749340369
29019.0,sold,829000.0,3.0,3.0,,1009392.0,San Diego,California,92111.0,1553.0,2021-12-09,2021.0,533.8055376690277
84529.0,sold,629900.0,3.0,1.0,0.12,1320209.0,San Diego,California,92102.0,1014.0,2021-12-09,2021.0,621.2031558185404
14956.0,sold,400000.0,2.0,1.0,,1553763.0,San Diego,California,92139.0,866.0,2021-12-09,2021.0,461.8937644341801
16829.0,sold,825000.0,4.0,2.0,0.11,1102468.0,San Diego,California,92104.0,1483.0,2021-12-09,2021.0,556.3047875927175
40950.0,sold,895000.0,4.0,2.0,,1290502.0,San Diego,California,92117.0,1566.0,2021-12-10,2021.0,571.5197956577267
16829.0,sold,784900.0,2.0,2.0,,1744280.0,San Diego,California,92101.0,1515.0,2021-12-10,2021.0,518.085808580858
11574.0,sold,515000.0,2.0,2.0,,952052.0,San Diego,California,92117.0,968.0,2021-12-10,2021.0,532.0247933884298
11574.0,sold,629000.0,3.0,2.0,,1646879.0,San Diego,California,92114.0,1051.0,2021-12-10,2021.0,598.4776403425309
91283.0,sold,435000.0,1.0,1.0,,897907.0,San Diego,California,92117.0,670.0,2021-12-10,2021.0,649.2537313432836
108257.0,sold,585000.0,2.0,2.0,0.82,1246560.0,San Diego,California,92101.0,1016.0,2021-12-10,2021.0,575.7874015748032
23089.0,sold,596000.0,4.0,2.0,0.14,1594207.0,San Diego,California,92114.0,1232.0,2021-12-10,2021.0,483.76623376623377
69702.0,sold,315000.0,1.0,1.0,,1509370.0,San Diego,California,92108.0,506.0,2021-12-10,2021.0,622.5296442687747
2615.0,sold,1399000.0,4.0,3.0,0.07,1306562.0,San Diego,California,92109.0,1133.0,2021-12-10,2021.0,1234.77493380406
61168.0,sold,2199000.0,5.0,3.0,0.06,1679198.0,San Diego,California,92109.0,1900.0,2021-12-10,2021.0,1157.3684210526317
109978.0,sold,875000.0,3.0,2.0,0.14,1349980.0,San Diego,California,92117.0,1024.0,2021-12-10,2021.0,854.4921875
72654.0,sold,725000.0,2.0,2.0,0.45,226916.0,San Diego,California,92109.0,1126.0,2021-12-10,2021.0,643.8721136767318
48119.0,sold,395000.0,2.0,2.0,,1049024.0,San Diego,California,92105.0,1048.0,2021-12-10,2021.0,376.9083969465649
22611.0,sold,649000.0,3.0,2.0,,1830710.0,San Diego,California,92124.0,1521.0,2021-12-10,2021.0,426.6929651545036
10340.0,sold,1295000.0,2.0,2.0,1.84,195946.0,San Diego,California,92101.0,1625.0,2021-12-10,2021.0,796.9230769230769
52574.0,sold,1049000.0,4.0,3.0,0.22,1187608.0,San Diego,California,92124.0,2259.0,2021-12-10,2021.0,464.36476316954406
27479.0,sold,575000.0,2.0,2.0,0.18,1258343.0,San Diego,California,92116.0,764.0,2021-12-10,2021.0,752.6178010471205
36474.0,sold,970000.0,3.0,2.0,0.14,1716047.0,San Diego,California,92119.0,1296.0,2021-12-10,2021.0,748.4567901234568
23089.0,sold,699900.0,3.0,3.0,,1377635.0,San Diego,California,92124.0,1572.0,2021-12-10,2021.0,445.2290076335878
10340.0,sold,1375000.0,2.0,2.0,0.03,1687094.0,San Diego,California,92109.0,1026.0,2021-12-10,2021.0,1340.1559454191033
22611.0,sold,950000.0,4.0,2.0,0.1,1371819.0,San Diego,California,92115.0,1736.0,2021-12-10,2021.0,547.2350230414746
23592.0,sold,2000000.0,4.0,4.0,0.14,1332096.0,San Diego,California,92109.0,2220.0,2021-12-10,2021.0,900.9009009009009
2802.0,sold,369900.0,2.0,1.0,2.85,1067825.0,San Diego,California,92123.0,788.0,2021-12-10,2021.0,469.4162436548223
15408.0,sold,1175000.0,4.0,3.0,,1442582.0,San Diego,California,92117.0,1996.0,2021-12-10,2021.0,588.6773547094189
23089.0,sold,615000.0,3.0,2.0,0.51,1460779.0,San Diego,California,92114.0,1561.0,2021-12-10,2021.0,393.9782190903267
84529.0,sold,620000.0,2.0,3.0,,1027670.0,San Diego,California,92104.0,1312.0,2021-12-10,2021.0,472.5609756097561
108091.0,sold,1249000.0,3.0,2.0,0.11,1104110.0,San Diego,California,92104.0,1391.0,2021-12-10,2021.0,897.9151689432064
11574.0,sold,699000.0,4.0,2.0,0.11,1436542.0,San Diego,California,92114.0,1311.0,2021-12-10,2021.0,533.1807780320366
56861.0,sold,750000.0,3.0,2.0,,1198273.0,San Diego,California,92115.0,1373.0,2021-12-10,2021.0,546.2490895848507
110055.0,sold,888000.0,3.0,2.0,0.14,1134933.0,San Diego,California,92111.0,1068.0,2021-12-10,2021.0,831.4606741573034
15408.0,sold,649900.0,2.0,2.0,2.02,155954.0,San Diego,California,92124.0,1226.0,2021-12-10,2021.0,530.0978792822186
72654.0,sold,2695000.0,4.0,4.0,0.14,170917.0,San Diego,California,92109.0,3018.0,2021-12-10,2021.0,892.9754804506296
74241.0,sold,1499000.0,2.0,2.0,,1283038.0,San Diego,California,92109.0,1117.0,2021-12-10,2021.0,1341.9874664279318
11574.0,sold,995900.0,3.0,2.0,0.2,1149997.0,San Diego,California,92111.0,1352.0,2021-12-10,2021.0,736.612426035503
81229.0,sold,389786.0,2.0,2.0,,1734267.0,San Diego,California,92119.0,973.0,2021-12-10,2021.0,400.60226104830423
45085.0,sold,649900.0,3.0,2.0,0.13,1654789.0,San Diego,California,92139.0,1475.0,2021-12-10,2021.0,440.6101694915254
22611.0,sold,950000.0,2.0,2.0,0.08,1077266.0,San Diego,California,92104.0,1324.0,2021-12-10,2021.0,717.522658610272
109978.0,sold,669000.0,3.0,2.0,0.24,1608993.0,San Diego,California,92114.0,1954.0,2021-12-10,2021.0,342.374616171955
50640.0,sold,579000.0,2.0,2.0,,1187650.0,San Diego,California,92104.0,909.0,2021-12-13,2021.0,636.963696369637
44690.0,sold,399990.0,1.0,1.0,0.32,1247771.0,San Diego,California,92116.0,580.0,2021-12-13,2021.0,689.6379310344828
23592.0,sold,1379000.0,4.0,2.0,0.12,533505.0,San Diego,California,92102.0,1441.0,2021-12-13,2021.0,956.9743233865371
2312.0,sold,1200000.0,3.0,2.0,,984238.0,San Diego,California,92104.0,1314.0,2021-12-13,2021.0,913.2420091324201
55794.0,sold,465000.0,1.0,1.0,0.99,1487823.0,San Diego,California,92101.0,735.0,2021-12-13,2021.0,632.6530612244898
10340.0,sold,615000.0,3.0,2.0,,1561807.0,San Diego,California,92119.0,1852.0,2021-12-13,2021.0,332.07343412526996
52574.0,sold,789000.0,3.0,2.0,0.07,96232.0,San Diego,California,92124.0,1532.0,2021-12-13,2021.0,515.0130548302872
23592.0,sold,1950000.0,4.0,3.0,,878273.0,San Diego,California,92104.0,1884.0,2021-12-13,2021.0,1035.031847133758
23592.0,sold,1475000.0,3.0,4.0,,832343.0,San Diego,California,92108.0,2124.0,2021-12-13,2021.0,694.4444444444445
74241.0,sold,2999999.0,2.0,3.0,,1283033.0,San Diego,California,92109.0,2090.0,2021-12-13,2021.0,1435.4062200956937
53175.0,sold,1399000.0,5.0,4.0,0.25,1443985.0,San Diego,California,92120.0,3209.0,2021-12-13,2021.0,435.9613586787161
22632.0,sold,399000.0,1.0,1.0,0.92,1710124.0,San Diego,California,92122.0,687.0,2021-12-13,2021.0,580.7860262008734
30247.0,sold,530000.0,2.0,1.0,0.02,1502090.0,San Diego,California,92111.0,948.0,2021-12-13,2021.0,559.0717299578059
109978.0,sold,1300000.0,3.0,3.0,,1381644.0,San Diego,California,92122.0,1768.0,2021-12-13,2021.0,735.2941176470588
21721.0,sold,949000.0,3.0,3.0,0.14,672247.0,San Diego,California,92109.0,1338.0,2021-12-13,2021.0,709.2675635276532
11574.0,sold,889000.0,3.0,2.0,0.17,1069712.0,San Diego,California,92123.0,1489.0,2021-12-13,2021.0,597.0449966420416
11574.0,sold,769000.0,2.0,2.0,,996503.0,San Diego,California,92106.0,1183.0,2021-12-13,2021.0,650.0422654268808
10340.0,sold,925000.0,3.0,3.0,,1041832.0,San Diego,California,92104.0,1210.0,2021-12-13,2021.0,764.4628099173553
53175.0,sold,649900.0,3.0,2.0,0.16,1476732.0,San Diego,California,92114.0,1107.0,2021-12-13,2021.0,587.0822041553749
45578.0,sold,2002002.0,3.0,4.0,0.2,555345.0,San Diego,California,92107.0,3894.0,2021-12-13,2021.0,514.1248073959938
54055.0,sold,924900.0,3.0,2.0,,1630905.0,San Diego,California,92119.0,1406.0,2021-12-13,2021.0,657.8236130867709
22611.0,sold,1495000.0,5.0,3.0,0.21,1444426.0,San Diego,California,92122.0,2965.0,2021-12-13,2021.0,504.21585160202363
62518.0,sold,539900.0,2.0,2.0,0.16,1086845.0,San Diego,California,92104.0,780.0,2021-12-13,2021.0,692.1794871794872
24479.0,sold,475000.0,2.0,1.0,,1282270.0,San Diego,California,92116.0,750.0,2021-12-13,2021.0,633.3333333333334
97991.0,sold,375000.0,2.0,2.0,,889300.0,San Diego,California,92105.0,976.0,2021-12-13,2021.0,384.22131147540983
98090.0,sold,1049000.0,3.0,2.0,,548691.0,San Diego,California,92104.0,1473.0,2021-12-13,2021.0,712.1520706042091
20152.0,sold,725000.0,4.0,3.0,0.14,908272.0,San Diego,California,92123.0,1500.0,2021-12-13,2021.0,483.3333333333333
17390.0,sold,610000.0,3.0,1.0,0.15,1690932.0,San Diego,California,92114.0,900.0,2021-12-14,2021.0,677.7777777777778
29239.0,sold,510000.0,1.0,1.0,,392287.0,San Diego,California,92101.0,845.0,2021-12-14,2021.0,603.5502958579882
11439.0,sold,1280000.0,3.0,3.0,,1128706.0,San Diego,California,92122.0,1630.0,2021-12-14,2021.0,785.2760736196319
78440.0,sold,730000.0,3.0,2.0,,1432559.0,San Diego,California,92115.0,1196.0,2021-12-14,2021.0,610.3678929765887
97495.0,sold,630000.0,2.0,2.0,0.46,1012398.0,San Diego,California,92101.0,1121.0,2021-12-14,2021.0,561.9982158786797
16829.0,sold,649000.0,2.0,1.0,0.72,1475384.0,San Diego,California,92124.0,1283.0,2021-12-14,2021.0,505.8456742010912
7636.0,sold,640000.0,3.0,2.0,0.13,1606272.0,San Diego,California,92114.0,1310.0,2021-12-14,2021.0,488.5496183206107
58120.0,sold,55000.0,2.0,2.0,,584939.0,San Diego,California,92102.0,1011.0,2021-12-14,2021.0,54.40158259149357
16829.0,sold,710000.0,4.0,2.0,0.14,1781366.0,San Diego,California,92123.0,1272.0,2021-12-14,2021.0,558.1761006289308
11574.0,sold,515000.0,3.0,2.0,,888402.0,San Diego,California,92139.0,1170.0,2021-12-14,2021.0,440.1709401709402
1704.0,sold,799900.0,3.0,3.0,0.06,1030798.0,San Diego,California,92111.0,1440.0,2021-12-14,2021.0,555.4861111111111
63571.0,sold,695000.0,3.0,3.0,0.16,63834.0,San Diego,California,92114.0,1272.0,2021-12-14,2021.0,546.3836477987421
38162.0,sold,945000.0,4.0,3.0,0.12,1495700.0,San Diego,California,92120.0,2273.0,2021-12-14,2021.0,415.7501099868016
23592.0,sold,1289000.0,4.0,3.0,0.28,1271032.0,San Diego,California,92115.0,2200.0,2021-12-14,2021.0,585.9090909090909
71240.0,sold,990000.0,3.0,2.0,0.13,1062745.0,San Diego,California,92111.0,1726.0,2021-12-14,2021.0,573.5805330243337
8013.0,sold,435000.0,1.0,1.0,,516365.0,San Diego,California,92109.0,653.0,2021-12-14,2021.0,666.156202143951
11574.0,sold,1695000.0,2.0,2.0,,324780.0,San Diego,California,92101.0,1354.0,2021-12-14,2021.0,1251.8463810930575
108484.0,sold,995000.0,5.0,4.0,0.2,778696.0,San Diego,California,92123.0,2867.0,2021-12-14,2021.0,347.0526682943844
11574.0,sold,1250000.0,2.0,1.0,0.13,1036032.0,San Diego,California,92104.0,816.0,2021-12-14,2021.0,1531.862745098039
72775.0,sold,839999.0,4.0,3.0,0.11,1199629.0,San Diego,California,92105.0,1350.0,2021-12-14,2021.0,622.2214814814815
10340.0,sold,599900.0,3.0,2.0,0.13,1067479.0,San Diego,California,92102.0,1210.0,2021-12-14,2021.0,495.78512396694214
16829.0,sold,1195000.0,3.0,2.0,0.12,350221.0,San Diego,California,92102.0,1491.0,2021-12-14,2021.0,801.475519785379
65290.0,sold,475000.0,2.0,2.0,2.03,1384795.0,San Diego,California,92117.0,766.0,2021-12-14,2021.0,620.1044386422976
72654.0,sold,615000.0,2.0,3.0,1.24,1492983.0,San Diego,California,92124.0,1068.0,2021-12-14,2021.0,575.8426966292135
109978.0,sold,979000.0,3.0,2.0,0.17,1076843.0,San Diego,California,92104.0,1482.0,2021-12-14,2021.0,660.5937921727395
102411.0,sold,999000.0,2.0,2.0,0.91,1083409.0,San Diego,California,92103.0,1771.0,2021-12-14,2021.0,564.0880858272162
23089.0,sold,1095000.0,3.0,2.0,0.16,1252088.0,San Diego,California,92115.0,1616.0,2021-12-14,2021.0,677.5990099009902
53175.0,sold,775000.0,3.0,4.0,0.15,1116658.0,San Diego,California,92115.0,1826.0,2021-12-14,2021.0,424.4249726177437
53541.0,sold,500000.0,3.0,3.0,,1359490.0,San Diego,California,92114.0,1060.0,2021-12-14,2021.0,471.6981132075472
101337.0,sold,414900.0,1.0,1.0,7.73,635969.0,San Diego,California,92108.0,712.0,2021-12-14,2021.0,582.7247191011236
29019.0,sold,880000.0,3.0,2.0,0.37,1181382.0,San Diego,California,92122.0,1322.0,2021-12-14,2021.0,665.6580937972768
